1,110,1.0,1425941529
1,147,4.5,1425942435
1,858,5.0,1425941523
1,1221,5.0,1425941546
1,91542,5.0,1425942618
1,92439,5.0,1425941424
1,96821,5.0,1425941382
1,98809,0.5,1425942640
1,99114,4.0,1425941667
1,112552,5.0,1425941336
2,5,3.0,867039249
2,25,3.0,867039168
2,32,2.0,867039166
2,58,3.0,867039325
2,64,4.0,867039612
2,1233,4.0,867039820
2,1356,5.0,867039288
2,1475,3.0,867040824
2,1552,2.0,867040735
3,480,3.0,1048076925
3,500,2.0,1048076945
3,527,4.0,1048076900
3,858,4.0,1048076945
3,1092,3.0,1048076995
3,1097,3.0,1048076961
3,1270,3.0,1048076976
3,1968,3.0,1048077048
3,3101,3.0,1048076830
3,4474,3.0,1048077030
4,223,4.0,1042668576
4,415,4.0,1042667925
4,648,4.0,1042674800
4,1097,5.0,1042667925
4,1197,4.0,1042667956
4,4084,3.0,1042667925
4,4226,3.0,1042674412
4,4238,4.0,1042674819
4,4848,3.0,1042674425
4,4896,4.0,1042667845
4,5679,3.0,1042674579
5,7,3.0,949423844
5,157,2.0,949423787
5,296,4.0,949424343
5,541,5.0,949424321
5,750,5.0,949424271
5,2877,1.0,949424482
5,3079,5.0,949423938
5,3114,4.0,949423938
5,3156,5.0,949423978
5,3198,4.0,949424188
5,3255,3.0,949423844
6,11,3.0,944894480
6,1198,3.0,944894480
6,2565,4.0,944894144
6,2628,5.0,944928077
7,293,5.0,1486253647
7,318,4.0,1486253595
7,2571,4.0,1486253599
7,2858,4.5,1486254186
7,2959,4.5,1486253602
7,122904,1.0,1486253905
7,134853,2.5,1486253833
8,1,4.0,1013443596
8,7,2.0,1013442976
8,44,3.0,1013442518
8,47,4.0,1013443770
8,170,3.0,1013442544
8,208,3.0,1013443900
8,5120,2.0,1013443273
8,5125,2.0,1013442758
9,1,4.5,1073837180
9,150,4.0,1073837284
9,342,5.0,1061916357
9,497,4.0,1061916288
9,594,3.0,1061916233
9,750,4.0,1061916274
9,6568,4.0,1063558749
9,7153,5.0,1073837010
10,150,4.0,846287850
10,153,3.0,846288047
10,165,4.0,846288047
10,296,5.0,846287850
10,344,4.0,846288047
10,349,5.0,846288047
10,593,4.0,846288177
10,595,5.0,846288177
11,32,3.5,1231677006
11,34,4.0,1231677071
11,47,3.5,1231677031
11,110,3.5,1231676989
11,62081,3.5,1231675576
11,62644,4.0,1231675680
11,63853,4.0,1231675203
11,64957,3.0,1232567346
12,1,4.0,943912205
12,16,4.0,943913329
12,17,4.0,943911191
12,29,5.0,943913115
12,32,2.0,943911150
12,34,5.0,943913044
12,3079,4.0,943910122
12,3100,3.0,943912803
12,4424,3.0,943910409
13,1911,2.0,1348788885
13,1965,3.5,1348788909
13,2116,4.5,1348788935
13,2431,3.0,1348788914
13,3258,2.5,1348789009
13,3444,1.5,1348789109
13,6957,3.0,1348789004
13,33004,4.0,1348788930
13,43560,2.0,1348789278
13,56607,3.5,1348789246
13,58047,1.5,1348789179
14,293,2.0,1488224496
14,318,2.5,1488224438
14,2571,4.5,1488224459
14,2959,3.0,1488224441
14,168252,5.0,1488224471
15,6,4.0,1346008202
15,107,3.5,1346002224
15,135,0.5,1346002251
15,260,1.5,1346002451
15,293,5.0,1346008164
15,296,4.5,1346009478
15,91542,0.5,1346008672
15,93510,3.5,1346008785
15,93838,2.5,1346009151
15,95167,3.5,1346008818
16,32,4.5,1485646263
16,50,5.0,1485650563
16,111,5.0,1485646062
16,198,4.5,1485646778
16,260,3.5,1485645737
16,296,5.0,1485646091
16,134853,3.0,1485646123
16,135567,4.0,1485646297
16,135569,4.5,1485646523
17,356,5.0,1002811484
17,593,4.0,1002811207
17,597,5.0,1002811293
17,1089,4.0,1002811320
17,4310,3.0,1002811320
17,4718,4.0,1002811818
17,4745,2.0,1002811818
18,81,5.0,965665345
18,912,5.0,965665264
18,1193,5.0,965665345
18,1270,3.0,965665315
18,1295,5.0,965665315
18,3005,2.0,965665345
19,327,1.0,1321323149
19,481,2.5,1321323242
19,880,2.5,1321323246
19,1125,2.0,1321323233
19,1175,3.0,1321323208
19,1292,2.5,1321323223
19,1298,3.0,1321323217
19,1411,2.5,1321323206
19,2108,1.5,1321323180
19,2109,2.0,1321323166
19,2160,4.0,1321323153
19,2371,1.5,1321323197
19,2378,3.0,1321323236
19,2948,2.5,1321323170
19,3868,0.5,1321323175
20,1,4.0,1368361348
20,39,5.0,1492183739
20,150,4.0,1432292271
20,161,4.0,1419975922
20,216,3.5,1443037004
20,260,4.0,1367493792
20,919,4.0,1368360899
20,920,5.0,1460281505
20,150548,4.0,1455915169
20,152081,4.5,1470086217
20,155064,3.0,1491743748
20,166528,4.0,1484694727
20,168434,4.5,1485337923
20,168612,2.5,1491733987
21,519,5.0,1240086167
21,1645,5.0,1242865736
21,2006,4.0,1240085724
21,2087,5.0,1240086015
21,2136,4.0,1240086393
21,2380,4.5,1240086434
21,2402,4.0,1240086195
21,67867,3.0,1241979553
21,67923,5.0,1241979542
21,68135,5.0,1241979464
21,68319,5.0,1241979447
21,68358,5.0,1241979456
22,48,1.0,1111936910
22,110,5.0,1111937009
22,163,4.0,1111936871
22,172,0.5,1111936884
22,260,4.0,1111937058
22,282,1.0,1111936893
22,3897,4.0,1111936849
22,4993,4.5,1111936995
22,5445,4.0,1111937038
22,5952,4.5,1111936906
23,527,4.0,1019516059
23,1104,4.0,1019516095
23,1193,5.0,1019516074
23,1197,4.0,1019516124
23,1198,4.0,1019516095
